review_date,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body
1995-07-23,US,53094170,R2YS7NYUYEWWN0,837175089,711379523,Grey Eminence.,Books,5,26,29,FALSE,FALSE,Crucial study of problems between politics and religion,This is a brilliant investigation of the dangerous relations when we mix politics and religion. This book is almost banned in Latin American countryes. The reason: we still suffer from this problem. Please forgive my poor spelling and writing in English.
1995-07-23,US,53095947,R2WN0N4818YB6J,088494770X,963009818,Pillar of Light: A Historical Novel (Work and the Glory),Books,5,8,8,FALSE,FALSE,"Once you start reading, it's hard to put down. Wow!","It is an excellent book for reading to understand the history of the families that lived during the 1815's through 1830's regarding the beginning of the Church of Jesus Christ of Latter Day Saints. It depicts a family who lives in the same area that Joseph Smith lived in. It puts truths, facts, in with some fictional characters to bring up a story that can be easily read. It helps the reader understand the plights of the people who were involved in the establishment of the restoration of the church of Jesus Christ. It is for anyone who wants to understand the history of the church, of Joseph Smith, of families who were associated with him, their experiences, their highlights, and sufferings. Once the book has been read, the reader will have experiences happiness, sadness, surprise, understanding of the people facing moments of their time because of their choice of religion. This book is the first of 6 series written by Gerald Lund. Members of the LDS church will enjoy these books very much. Non-members will enjoy the book because of its well-written content. You like the first book, you will want to read all the other books in the series."
1995-07-23,US,53096550,RSHRYLZF643MM,812532635,247851703,The Ships of Earth (Homecoming Saga),Books,4,4,4,FALSE,FALSE,"If you liked the other two Homecoming books, you'll love it!","Although it might not work as well as a stand-alone novel, this book continues the saga of the Wetchik clan as they follow the Oversoul through the desert to the place where humans first set foot on Harmony 40 million years perviously. The series is quite strong and I enjoyed this book much more because I was already familiar with the characters from the previous two. Card's writing focuses on character more than on the pure science-fiction of his tales and it makes them quite readable. All in all another well-crafted release from one of my favorite authors"
1995-07-24,US,53096476,RDMTU5D4QUNDW,441552803,31661219,Robert Asprin's Myth Series,Books,5,0,0,FALSE,FALSE,MUST GET THIS OR YOU DIE,"Read my review of Book 1: Another Fine Myth. These books are awesome, but there are alot more than just these first four. Funny and adventurous with a lot of colourful characters."
1995-07-24,US,53096476,R16QU2W9UVUML4,441023622,385885559,"Another Fine Myth (Myth, Book 1)",Books,4,0,0,FALSE,FALSE,First book to the incredible Myth series.Funny &amp; Adventurous,"Skeeve, apprentice to Garkin the Magician, teams up with the Demon Aahz. Other creatures that join them are a war unicorn, a young dragon, and a green haired beauty. Together they must bring down a powerful mage who is bent on destroying everything in sight."
1995-07-24,US,53096358,R12Q0WB95GUCTI,394757688,849452523,The Long Goodbye,Books,5,0,0,FALSE,FALSE,This book is fabulous. LA vintage crime at its best.,"This was the first Chandler book that<br />I read, and I loved it. I am now plowing<br />through his other books and recommend<br /> this one to anyone who likes &quot;vintage or pulp crime&quot;"
1995-07-24,US,53096478,RDHPLRRA3LSHY,1878862006,905081141,Power of the Periodic Table: The Secret of Change in the Universe the Chemical Reaction,Books,5,8,10,FALSE,FALSE,Excellent text for basic chemistry and advanced cognition,"As a former student of the author, I can truly say that Mr. Timmreck has compiled a truly wonderful work in this book. He has successfully captured the essence of his classroom lectures, making learning the science of chemistry not only significantly easier, but very enjoyable. If you don't think well this book can help"
1995-07-24,US,53096477,R1DFZYRMR065F7,440500702,976631306,Schrodinger's Cat Trilogy,Books,4,0,1,FALSE,FALSE,If you liked Illuminatus!...,"If you enjoyed the Illuminatus! trilogy, you'll love this one. Set after the end of the events in Illuminatus (mostly) it contains many of the characters you've grown to know and love from that book (sometimes) and many new characters (maybe) plus some that were only hinted at in the Illuminatus! trilogy (perhaps). Oh, and it also deals with the Quantum Uncertainty Principle and (almost) parallel dimensions. This has been the only book that I have ever started over on immediately after finishing it."
1995-07-25,US,52948753,R319BP0SZFUGCZ,679736301,353322797,Spider,Books,4,4,5,FALSE,FALSE,"Creamy, Rich Gothic Horror","I used to think Clive Barker was the best. I was wrong, Patrick McGrath is the best. His richest novel, it once again has the untrustworthy narrator. It's like a trip through the imagination of an insane man, you vever know what's real or imagined."
1995-07-25,US,52948753,RPCSKDRGZO4UA,679751203,118994081,Vamps & Tramps: New Essays,Books,4,4,8,FALSE,FALSE,"Fun, Irreverent Ramblings by That Woman",I enjoy Paglia. This disqualifies me as an intellecutal which is fine. What a lot of people don't quite get is that this is suppossed to be funny and irreverent. She writes very well and she grabs your attention and too bad to all her &quot;enemies&quot; who don't have her charm. That's life. It's not like people will be reading Naomi Wolf in the next century.
1995-07-25,US,52948753,R21APAJE22JU6A,067974438X,415705723,"Tastes of Paradise: A Social History of Spices, Stimulants, and Intoxicants",Books,5,6,9,FALSE,FALSE,Simple and Lucid View of Stimulants Throughout History,"This book is so easy to read that you might not believe it's written by a serious German sociologist. Especially given our current coffee craze, it's fascinating to see when different stimulants (coffee, tea, chocolate, etc.) came into popularity in history. For example, before the 17th century, all they drank in England was coffee. Then strangely, they totally switched to tea and there doesn't appear to be any logical explanation. But, to sum up, this is actually a FUN sociology book."
1995-07-25,US,52948753,RXQYXE0H8U8BM,679745688,904783689,Ripley's Game,Books,5,14,14,FALSE,FALSE,The Best Ripley Book,"Although every Ripley book is a great book (except for maybe The Boy Who Followed Ripley Home), this is the best. The usual twisted morality, plus a violent showdown with the mob. A thrilling testament to modern individuality. Try not to take his side."
1995-07-25,US,52948753,RGMXBO83MNUM,679412840,47673745,Robert Louis Stevenson:: A Biography,Books,5,9,9,FALSE,FALSE,"Outstanding, Moving Biography","Incredible, exciting, poignant biography of an underrated writer and wonderful man. Although McLynn is obviously a fan, it never becomes hagiography. This will have you reading Treasue Island again and wanting to travel to Scotland and Samoa."
1995-07-25,US,52948753,R2O0GRQ9S3XCLE,691033730,623917107,The Empire of Fashion,Books,5,12,14,FALSE,FALSE,Excellent &amp; non-condescending look at the rise of fashion,"Unlike the stuffy American academics who turn their nose up at the world of fashion, Lipovetsky realizes the importance of fashion - not just as a result of liberalism and/or capitalism - but as a contributor to these structures. Lipovetsky basically argues that modern fashion contributes to democratization by allowing individuals more choices and also by obscuring social classes (Does Bill Gates dress signify his social or financial superiority in any way?). He also gives a pretty concise and coherent history of fashion which helps us understand where we stand today. On top of all that, it's well written. I don't know whether to thank him or Porter for that. All and all, an outstanding and entertaining rejection of the tedious, reductive Marxist explanations of fashion."
1995-07-26,US,53038916,R2E06DLRMHNEJR,60171162,378426804,Sisters and Lovers,Books,5,0,0,FALSE,FALSE,I laughed out loud!!,"This book held my attention for the entire 48 hours it took me to get through it all -- and I finished wanting more. I wanted to know what would happen next to the wonderful people in the story who seemed so much like many of my friends. I didn't want it to end. At various points throughout my reading, I could not believe I was laughing out loud at a book! I can't wait until Briscoe's next one"
1995-08-03,US,53095838,R3NFKYWS8W07V3,380715570,840982049,Last Call,Books,5,8,11,FALSE,FALSE,Another weird and wonderful story.,"&quot;Last Call&quot; tells the story of a professional poker player who lost more than usual while playing a game with Tarot cards on Lake Powell. What he lost and how he might get it back are the major questions he must answer before next game is held. &quot;Last Call&quot; is another of Powers wonderful novels which blend interesting bits of history with wonderful fantasy. If you enjoy &quot;Last Call&quot;, be sure to read &quot;The Stress of her Regard&quot; and any other Powers' book you can find. I haven't read a bad one yet. BTW: If you like Tim Powers' fiction, you might want to try something by James P. Blaylock. In particular, &quot;The Digging Levithan&quot;, &quot;Homunculus&quot;, or &quot;The Last Coin&quot;, all of which are great stories."
1995-08-03,US,53095838,R1JWDL4NYO6Y3R,441790976,135813149,The Stress of Her Regard,Books,5,5,5,FALSE,FALSE,Tim Powers at his best!,"&quot;The Stress of her Regard&quot; is simply Tim Powers finest work. As in other Powers books, this one takes several historical figures (Byron, Shelley, Keets, and others), an vivid description of the setting in time and place, a bit of historical detail, and some wonderful fantasy and blends them together in an unforgetable book. &quot;The Stress of her Regard&quot; tells the story of Byron, Shelley, an heroic OBGYN, the terrible muse who &quot;gives&quot; them their poetry, and their attempts (sometimes half-hearted) to be free of her. Another wonderful Powers' novel is &quot;Last Call&quot; which is set in modern day California and Nevada and tells the story of Buggsie Seagal, Poker, Tarot cards, Las Vegas, and how they all relate to the Fisher King. If you like well thought out novels which draw a huge number of (often strange) bits of fact and fantasy together the novels of Tim Powers will be sure delight you."
1995-08-04,US,53096381,RTLQO8CLKGUVN,812922417,99767536,The 99 Critical Shots in Pool: Everything You Need to Know to Learn and Master the Game (Other),Books,5,4,4,FALSE,FALSE,An informative primer for the sport of billiards,"In &quot;The 99 Critical Shots in Pool,&quot; Ray Martin takes the beginning player through the fundamentals of pool. He proceeds in a very organized and stepwise fashion. The shots that he teachs are fun to learn, fun to watch, and useful in pool games. If the average beginning to intermediate player practiced most of the shots in this book, they could easily become experts at the game of pool."
1995-08-07,US,53096398,R61VUUBXYT6EL,042510107X,34724671,Red Storm Rising,Books,5,0,1,FALSE,FALSE,The single best modern war story ever written.,"Red Storm Rising is the best modern war story ever written. It is suspenseful, believable, all-encompassing, and exciting. Read it now."
1995-08-08,US,53096545,R3EZU433M3PUQR,786000716,629957914,For the Love of You (Arabesque),Books,5,1,1,FALSE,FALSE,This is a perfect 10!!,My top recommendation--a 10. This is a great book. Funny and fast-paced! Romantic fantasies should be based on this book. Buy it!!
1995-08-09,US,53096585,R2NHLPV435E2KS,679763996,458475501,"The Moral Animal: Why We Are, the Way We Are: The New Science of Evolutionary Psychology",Books,4,1,1,FALSE,FALSE,How evolution shapes our emotional and moral lives.,"Wright summarizes current research on primate evolution from a novel perspective -- he interprets how we *feel* in evolutionary terms -- especially moral feelings such as guilt, righteous anger, etc. His conclusions are sensible but not profound. The most important message of the book is simply the &quot;copernican&quot; shift that places evolutionary game theory, rather than our inherited primate emotions, at the center of our moral universe"
1995-08-09,US,53052813,R2VRNK6WSQQA5O,881790338,362312407,The Elements of Typographic Style,Books,5,0,1,FALSE,FALSE,Very good book.,Pleasent to view and read.<br />Highly recommended.
1995-08-09,US,53096585,R26JQ0PMF2D7QV,465021212,354462139,The Evolution of Cooperation,Books,5,2,5,FALSE,FALSE,*The* book on reciprocal altruism; the best news in years,"This is one of the most important books in social, evolutionary, and moral theory. It is also a powerful message of hope. Axelrod shows that cooperation, rather than backstabbing or predation, can &quot;win&quot; the evolutionary struggle. This work has inspired a whole new field of research, and it is also a great read"
1995-08-12,US,53096388,RDASCGBRSYG17,553565443,699852280,KINGDOMS OF THE WALL,Books,5,1,3,FALSE,FALSE,"Great Story about courage,love,and adventure","Great Story about courage,love,and adventur"
1995-08-13,US,53096384,R63J84G1LOX6R,1563890119,763187671,The Sandman Vol. 1: Preludes and Nocturnes,Books,4,0,1,FALSE,FALSE,ignore the review below,this is the first 8 issues of the series. it is the starting point of all this... it also contains the sound of her wings. issue #8. which is the first appearance of death. and many peoples favorite issue. its not the best of the collected works. but its the start of them.
1995-08-13,US,53096384,R26AT6ZRQAO3NR,1563891336,45969474,Death: The High Cost of Living,Books,5,1,2,FALSE,FALSE,TORI!!!,"ok. first things first, tori amos writes the introdution. if there are any tori fans that don't have this. they need it. second, as with all of neil's collected works, dave mckean designs the whole thing. third, its the ultimate trendy neil gaiman book.... which is, i suppose, a good thing. but its worth the money. i personaly would search a little harder, and find a specialty shop to find the hardcover. but the softcover is worth owning also... especialy for the sparkly writting. :)"
1995-08-15,US,53096375,R393CYFBTQSCNB,441813046,956476521,Titan (Gaea),Books,5,0,0,FALSE,FALSE,"Now a classic, the 1st large-scale genetic engineering novel",And don't miss the sequels Wizard and Demon
1995-08-17,US,53096399,R1BALOA11Z06MT,1559947608,381720534,The 22 Immutable Laws of Marketing,Books,4,0,0,FALSE,FALSE,awesome,"I've always been partial to immutable laws. The tape is entertaining, good car listening. The laws are clearly self evident once you've heard them and you wonder why you didn't know all that already and were about to go off and do something stupid. It's cheap, get it."
1995-08-18,US,53096359,R2JSQ5DKUV1BI8,1880494000,96491013,Amber Diceless Role-Playing: Diceless Role-Playing System,Books,5,1,1,FALSE,FALSE,IMHO The best Role Playing Game Ever,"If you have ever dreamt of becoming one of Roger Zelazny's Amber Prince, then buy this call some of your friends and have fun. This is, I think, the first Diceless RP-System and I can tell you that it really works... By the way, if you want to get opinions from people using the Game : subscribe to the Amber mailing list: a high bandwith mailing list dedicated to the Amber Diceless Role-Playing and Roger Zelazny's Amber (send an e-mail message to Majordomo@logrus.org with in the message body: subscribe amber &lt;your e-mail @&gt;) It's way too bad Roger Zelazny died on 14 June 1995... :-("
1995-08-25,US,53096435,R3AR6H2JHEEDZ6,071463347X,826420421,Soviet Military Deception in the Second World War (Soviet (Russian) Military Theory and Practice),Books,5,16,17,FALSE,FALSE,Study on the deception aspect of every major Ostfront battle,"The book describes Soviet deception methods and results for every major battle 41-45. In every case,detailed (down to division) maps showing reality and german assessments are provided. It is invaluable for reference and it gives very interesting insights on German defeats."
1995-08-29,US,50926006,R1DZ6KX3SWKFK2,830642315,760695197,Build Your Own Electric Vehicle,Books,5,45,47,FALSE,FALSE,A comprehensive guide to the components and systems of EVs,"This 310 page book is more than its title implies. It is an excellent source of information, even if one is just interested in learning more about the subject of electric vehicles. Mr Brant's credentials include a degree in engineering, and having worked on the Lunar Rover. He begins his book by exploring the appropriateness of the electric vehicle from an environmental standpoint. He then quickly reviews the history of the EV, from the mid 1800's to the present. He does a good job of surveying the current (as of late 1993) crop of electic vehicle producers, as well as the plans of the major auto makers for electrics. Brant devots a chapter to the options available to the person who wants to own an electric vehicle today: Buy a ready to run car from a manufacturer or converter, have one built or converted for you, or do the conversion yourself. One option that he seems to largely discount is the option of buying a used EV. Although such vehicles can be somewhat hard to find, especially away from large cities on the coasts, they can put a person into an EV for much less money and work than any other alternative. As you might expect from the book's title Brant favors the self-conversion option. He compares the various types of motor vehicles as conversion options; passenger cars, vans, and small pickup trucks. His conclusion, that a small pickup truck might be the easiest to convert, while giving the best range, seems a valid one, as long as a small pickup meets your needs, and suits your style. Chapter 5 is an excellent reference listing suppliers, EV clubs, and various converters and manufacturers. With Chapter 6 Brant begins the real meat of the book. He presents formulae and charts that allow you predict the performance of the vehicle you choose for conversion, and pick the size of motor and batteries that you will need. The next chapters are devoted to each of the unique systems of an EVin some detail: Electric motors, controllers, batteries, and chargers. To this reviewer, these chapters are the most valuable, and make this book useful to anyone with an interest in Electric Vehicles. The current state of the art is reviewed for each of these systems in some detail and with an eye toward practical maintanence and selection, and upcoming technology is also covered. Surprisingly, only one chapter of the book covers the actual conversion process. Although there is probably enough detail here for the experienced home mechanic or mechanically inclined individual, someone who has never pulled an engine out of a car, or done other major repairs on his own, will probably need more help; especially if his conversion is not of a small pickup truck. All-in-all there is a lot of good information in this book, and it is a vital addition to the library of any would-be electric vehicle converter, owner or pipe dreamer.."
1995-08-30,US,53096317,R1L8P5AWJA4MX9,156149729,98269888,Byrne's Standard Book of Pool and Billards,Books,5,1,1,FALSE,FALSE,Outstanding mixture of good advice and enjoyable lore.,"Byrne presents a great tutorial for serious pool players, covering American pool and billiards. He discusses basics (stance, bridge, grip), techniques (everything from straight shots to masse), exercises, and rules; while interspersing his lessons with anecdotes, histories, and a good sense of humor. Not only a practical and extremely helpful tutorial, the _Standard Book_ is also a great read. It is far and away the best pool book I've read. Buy it if you play pool with any heart."
1995-08-30,US,53096332,R1LLAY5W5PZUS4,671701800,860650224,Contact,Books,5,1,2,FALSE,FALSE,Read the book. It's good.,"This is a book about first contact with aliens, written by a prominent member of SETI, the Search for ExtraTerrestrial Intelligence. Sagan makes excellent use of SETI's current search methods as well as his own knowledge of astronomy and physics to bring a sense of reality to the book. But above its literacy, philosophy, and speculation, it is an entertaining story that is not overshadowed by gadgetry."
1995-08-31,US,53096377,R83ZJYM0CHUP0,385479565,905671096,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Books,5,0,0,FALSE,FALSE,"Reads like a great thriller; unbelievably, it's all true!","A very thorough a well written account of a shocking story.This book has it all, characters, suspense, and unbelievably, it's all true. After reading this, one realizes how precarious our existence is."
1995-09-01,US,53095863,R2EKPHOKDFKNUY,345340388,58437581,The Third Eye,Books,5,2,4,FALSE,FALSE,Incredible story of a Tibetan monk's life,This autobiography is an enthralling and comical look at life in Tibet (before China invaded it). Explore the mysteries of the occult in this book.. (The Third Eye was originally published in 1956!!)
1995-09-03,US,53096301,RDK02WCOBVNYM,689716206,976117390,Borgel,Books,5,1,1,FALSE,FALSE,"Another zany adventure spun by the Master, Daniel Pinkwater.","No words can describe this book. (Except these:) When Melvin's famed Uncle Borgel moves in, there's not much he, or his family, can do about it. But one night, after receiving a secret message from Borgel, Melvin is taken on a wild and zany outer space quest to find the mystical,mythical, and All-Powerful Great Poposicle. Not just for kids; also for kids at heart."
1995-09-04,US,52307988,R117GB0UNIVGV9,312113706,385285974,The Official Harvard Student Agencies Bartending Course,Books,5,33,33,FALSE,FALSE,"Simple, elegant, practical","This books gives the basics of bartending covering many aspects from ustensils to effects of alcohol. It is designed to let you be an efficient bartender as opposed to making up a drink with 3 random ingredients. Hence no list of 10,000 cocktails just the ones you MUST know plus a few fun ones. Despite this no-nonsense approach, the tone is humorous and makes this guide fun reading."
1995-09-07,US,53096310,R2OTTPXZG93NSH,671510053,357229344,The Shipping News,Books,5,0,1,FALSE,FALSE,Excellent story - down-to-earth and also spiritual.,"The author tells an interesting story with realistic characters without resorting to stereotypes. You learn a lot about Newfoundland and the people who live there but the facts are woven into the story so you don't get the feeling of an encyclopedia article. I am a John Candy fan, and I only wish the book could be made into a movie staring him as the main character, as I continually visualized John in that role as I read the book. (Too late, I know.) I would be very curious to know the author's reaction to this!"
1995-09-09,US,53096269,R3BZLVW82BB26O,067942573X,177964798,Taltos: Lives of the Mayfair Witches,Books,5,2,2,FALSE,FALSE,Incredible,Anne Rice's Taltos is the best of the Mayfair Witch series.Old friends are back with new additions in one of the mostcomplex stories Rice has ever written. A must read for die hard Anne Rice fans!
1995-09-09,US,53084640,R1WXQHJ53DLLEU,1560548908,253802911,Angel Maker,Books,5,1,2,FALSE,FALSE,Great concept,"This book compares favorably to Cook's &quot;Coma.&quot; It's a great concept, wonderfully developed by Pearson."
1995-09-09,US,53084640,R237ER6BS4JGVG,140143459,488185202,Liar's Poker: Rising Through the Wreckage on Wall Street,Books,5,1,1,FALSE,FALSE,A poignant memoir,"After reading Liar's Poker, you'll feel as I do that you have lived through the '80s on Wall Street with Lewis."
1995-09-11,US,53096423,RS28YY9H2LI6E,312857055,361278280,"Wizard's First Rule (Sword of Truth, Book 1)",Books,5,2,4,FALSE,FALSE,Good story line and fast-paced action for such a large book.,"The goodness of the hero Richard is a little unbelievable, but the characters are very strong and the story line is excellent ... it really is! I will be buying the hardback edition for my personnal library and I look forward to more by this author."
1995-09-11,US,53096335,R3R9VTJ82FXECQ,425132153,624269601,Good Omens,Books,5,0,0,FALSE,FALSE,Funniest book ever written about the Anti-Christ,"This is quite possibly *the* funniest book I have ever read. Terry Pratchett is an absolute genius (read the Discworld books--NOW!), and Gaiman manages to give the book the appropriate dark touches. Brilliant"
1995-09-12,US,53096258,R2P5IZBKDX871J,380710218,602429584,Post-mortem,Books,5,0,0,FALSE,FALSE,If you love murder mystery suspense you won't put it down,"I've read all her books,wonderful plots, great female main<br />character. Start with the first and read them in order. You won't want<br />to put them down."
1995-09-12,US,53006199,RW7FOWL0BCB6Z,875421229,9481435,Cunningham's Encyclopedia of Magical Herbs (Llewellyn's Sourcebook Series) (Cunningham's Encyclopedia Series),Books,5,3,3,FALSE,FALSE,An extremely needed book if you are into Herbalism.,"This is undeniably one of the greatest books on herbalism. For important if you own the other book &quot;The Complete Book of Incense, Oils and Brews&quot; they really compliment each other. Not only is this book filled with useful information on herbs, but it also contains illustrations, herbal lore, tables of correspondance (for herbs and essential oils) and uses of many herbs. If you want to be a good herbalist you need this book."
1995-09-12,US,53096413,R2KN51QNK0V6UF,685350533,513564713,Balance and Swing: A Collection of Fifty Five Squares Contras and Triplets in the New England Tradition With Music for Each Dance,Books,4,1,1,FALSE,FALSE,A classic.,"Ted Sannella has put together a useful and accessible book. The material is somewhat dated, but it still contains material that should be in every New England Traditional dance caller's collection."
1995-09-12,US,53096171,R344ZKZVHECQAB,670846384,963776027,Chloe Plus Olivia: An Anthology of Lesbian and Bisexual Literature from the 17th Century to the Present,Books,5,3,3,FALSE,FALSE,A wonderful anthology of lesbian poetry and literature.,Lillian Faderman has done an impressive job of collecting poetic and literary works on lesbian topics and presenting them in the context of the author's lives and the literary climate of they time they were published. This is an invaluable reference for anyone interested in lesbian or women's writings. A must have!
1995-09-14,US,53072252,R2GS317RLZIM6Q,393310353,323732312,"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life (Norton Paperback)",Books,4,2,3,FALSE,FALSE,A concise and readable popularisation of Game Theory.,"The authors write with clarity in a field which they have both academic and practical experience. If you are interested at all in Game Theory (and you should be), then this is a great introduction. Note: some mathematical thinking is involved."
1995-09-21,US,53096306,R26IQ9QPNMP1M6,440220602,233513923,The Chamber,Books,5,1,1,FALSE,FALSE,"Excellent, gripping reading.","This story is more about the lawyer representing the death-row inmate than it is the inmate.... I didn't think it would be a good candidate for a movie, but perhaps they are about to prove me wrong (movie is forthcoming). An excellent read."
1995-09-22,US,53096222,R39G8DNP2NHZLU,446400068,947253832,Drowned Hopes,Books,5,0,2,FALSE,FALSE,One of his best,"Drowned Hopes is one of the funniest follow-throughs on one of the better Westlake premises. The treasure that was buried by the mobster before he went to jail is underneath what is now a reservoir. That presents challenges, but Dortmunder and his gang are at least AS challenged by being in proximity to a real criminal, who is a lot meaner than they are. I'd put this with the best of Westlake's books, and I'm one of his biggest fans"
1995-09-22,US,53096282,R2PXCLE4APVQG,713724935,512738510,Ufo Retrievals: The Recovery of Alien Spacecraft,Books,5,14,14,FALSE,FALSE,This is one of the most level-headed books of the genre.,"Jenny Randles is a thoughtful and sceptical researcher who writes in a lucid and readable style. In a field fraught with absolute rubbish, nonesense, and out-and-out fabrications, Ms. Randles is a breath of fresh air. Her writing is well-researched and factual, but is open-minded. In short, she writes in a scientific style that is an excellent read. This book is a series of case-histories of 32 so-called alien spacecraft retrievals. As Ms. Randles clearly points out, many of them were hoaxes, or are almost certainly so. The residual ones, especially the Roswell and Rendlesham Forest cases, which are now famous, provide an intriguing and compelling web of corroborated accounts that are difficult to dismiss, as both governments involved have repeatedly tried to do. In the latter case, dogged persistence by Ms. Randles and her colleagues in England, as well as collaborative Freedom of INformation Act inquiries in the US, have unearthed a fascinating and even startling series of events that point to, near unequivocably, the occurrence of some very non- normal, extraordinary happenings just outside a secret USAF base in England during the early 1980s. Everything that the author presents is clearly documented from a variety of sources, and many are from official and unofficial government sources. As a working scientist, I would without question recommend this book to both scientific colleages as well as the lay audience. It will surprise and unsettle those readers who have been willing to write off UFO sightings as mere products of active imaginations. There is something real going on here, and Jenny Randles covers a very difficult subject with aplomb and a critical, but open, mind-set."
